station_name,pollution_score_mean,lines_affected,station_id_list,latitude,longitude,avg_passages
Charles de Gaulle - Etoile,1.5,"Métro 1, RER A, Métro 2, Métro 6","IDFM:463013, IDFM:monomodalStopPlace:58759, IDFM:463043, IDFM:22095",48.87392926445533,2.2951172138230334,90.03684210526316
Charonne,2.0,Métro 9,IDFM:21934,48.85500743705073,2.3848878986690423,48.35
Chaussée d'Antin - La Fayette,2.0,"Métro 9, Métro 7","IDFM:463144, IDFM:22388",48.87288385004922,2.334000835220775,73.36904761904762
Chemin Vert,1.0,Métro 8,IDFM:463146,48.67711790677488,2.5284955729038714,12.96137339055794
Château Landon,2.0,Métro 7,IDFM:22367,48.87844145573239,2.3620179355106075,22.294117647058822
Château Rouge,1.0,Métro 4,IDFM:22152,48.88724193064896,2.3495819680256598,32.78947368421053
Château d'Eau,1.0,Métro 4,IDFM:462979,49.0173264010948,3.0300762614643184,9.184466019417476
Château de Vincennes,1.0,Métro 1,IDFM:463149,48.844057288287736,2.440665522100683,30.545267489711936
Châtelet,2.0,"Métro 1, Métro 14, Métro 7, Métro 4, Métro 11","IDFM:22087, IDFM:463159, IDFM:22364, IDFM:22092, IDFM:21966",48.38383326546136,2.9444754738705217,40.81669394435352
Châtelet les Halles,2.0,"RER D, RER A, RER B",IDFM:monomodalStopPlace:45102,48.86174503191322,2.34697651043533,190.47540983606558
Cité,2.0,Métro 4,IDFM:22150,48.85493384910671,2.3472322349319112,45.55952380952381
Cluny - La Sorbonne,2.0,Métro 10,IDFM:462944,48.851026876874485,2.34489630121208,39.93023255813954
Colonel Fabien,2.0,Métro 2,IDFM:22120,48.913302545818446,2.5054535106841684,16.374839537869065
Commerce,1.0,Métro 8,IDFM:463162,48.78918760580635,2.661174260965592,56.35087719298246
Concorde,1.6666666666666667,"Métro 8, Métro 12, Métro 1","IDFM:22096, IDFM:22057, IDFM:463150",48.86707308709521,2.3210155854989742,33.4485294117647
Convention,2.0,Métro 12,IDFM:462949,48.837125900521,2.2963642614342694,19.513636363636362
Corentin Cariou,1.0,Métro 7,IDFM:463152,48.89467266005628,2.382291557164633,58.131147540983605
Corentin Celton,2.0,Métro 12,IDFM:22061,48.82682329515912,2.2789586605256367,66.20930232558139
Cour Saint-Emilion,1.0,Métro 14,IDFM:463165,48.83334999725014,2.386464909364189,103.38095238095238
Courcelles,2.0,Métro 2,IDFM:22121,48.984730168966,3.199472024365892,31.59090909090909
Couronnes,2.0,Métro 2,IDFM:22126,48.91457167078818,2.568573484903971,24.71657754010695
Crimée,2.0,Métro 7,IDFM:463155,48.8908857589288,2.37693573698238,37.83505154639175
Croix de Chavaux,2.0,Métro 9,IDFM:21943,48.857992585158016,2.4358546126745826,80.04651162790698
Danube,2.0,Métro 7B,IDFM:24687,48.88194921492064,2.393228471227492,23.476190476190474
Daumesnil,2.0,"Métro 6, Métro 8","IDFM:463169, IDFM:463168",48.839434008053175,2.396148628489371,43.79187817258883
Denfert-Rochereau,1.6666666666666667,"Métro 6, Métro 4, RER B","IDFM:463103, IDFM:22151, IDFM:monomodalStopPlace:473890",48.84346935009936,2.2466254735103908,26.913793103448278
Dugommier,2.0,Métro 6,IDFM:463075,48.83895109404536,2.3896007705991944,33.348837209302324
Duroc,2.0,"Métro 13, Métro 10","IDFM:463083, IDFM:21970",48.84675637808778,2.3162247549746047,44.790055248618785
Ecole Militaire,1.0,Métro 8,IDFM:463177,48.79946357690586,2.069357742867933,6.583333333333333
Ecole Vétérinaire de Maisons-Alfort,1.0,Métro 8,IDFM:22214,48.814758684006726,2.422322751702586,30.756972111553786
Edgar Quinet,2.0,Métro 6,IDFM:22172,48.84098044632817,2.3253749636089105,50.48936170212766
Eglise d'Auteuil,2.0,Métro 10,IDFM:21971,48.84714336145718,2.269111389021892,24.75
Eglise de Pantin,2.0,Métro 5,IDFM:22016,48.89367829303306,2.413468368574782,13.7
Esplanade de la Défense,2.0,Métro 1,IDFM:463170,48.88833173800946,2.2499040727323307,93.79069767441861
Etienne Marcel,1.0,Métro 4,IDFM:463171,48.78098582957594,2.042752949805023,20.63481228668942
Europe,1.0,Métro 3,IDFM:463069,48.804777369609255,2.130018402156782,15.47024246877296
Evry - Courcouronnes,2.0,RER D,IDFM:monomodalStopPlace:47906,48.62490841088466,2.4254628714315247,42.983870967741936
Exelmans,2.0,Métro 9,IDFM:462956,48.84258027627653,2.259800845144346,26.24468085106383
Faidherbe - Chaligny,1.0,Métro 8,IDFM:22204,48.85020070550927,2.384072471688875,36.55084745762712
Falguière,2.0,Métro 12,IDFM:22056,48.844317683534335,2.317551235617027,42.36893203883495
Filles du Calvaire,1.0,Métro 8,IDFM:22200,48.86308830188695,2.366826859795412,75.23809523809524
Fort d'Aubervilliers,2.0,Métro 7,IDFM:22393,48.91475665506255,2.404075377271855,21.681818181818183
Franklin D. Roosevelt,1.5,"Métro 9, Métro 1","IDFM:21931, IDFM:22082",48.86872488799857,2.309488192337113,86.43023255813954
Front Populaire,2.0,Métro 12,IDFM:463082,48.90676304816429,2.365777177193171,67.5952380952381
Félix Faure,1.0,Métro 8,IDFM:22189,48.84268433479664,2.2918472203679703,24.19910514541387
Gabriel Péri,2.0,Métro 13,IDFM:462953,48.67632436044688,2.3179645480544657,13.575091575091575
Gallieni,1.0,Métro 3,IDFM:463174,48.71588436585027,2.4467134767094625,18.767806267806268
Gambetta,2.0,"Métro 3B, Métro 3","IDFM:462997, IDFM:462991",48.96287286141918,2.8850514371424065,13.328332371609925
Gare d'Austerlitz,2.0,"RER C, Métro 10","IDFM:monomodalStopPlace:43072, IDFM:463024",48.84235503507328,2.364530764084249,35.00867052023121
Gare de Lyon,1.75,"Métro 14, RER A, Métro 1, RER D","IDFM:463046, IDFM:monomodalStopPlace:470195, IDFM:463197",48.8442498880687,2.372519782814122,62.92333333333333
Gare de l'Est,1.6666666666666667,"Métro 5, Métro 7, Métro 4","IDFM:22013, IDFM:463001, IDFM:22148",48.87616299446643,2.35806459441865,30.015734265734267
Gare du Nord,2.0,"Métro 5, RER B, RER D, Métro 4","IDFM:463182, IDFM:monomodalStopPlace:462394, IDFM:22149",48.87970181695894,2.3572164888604563,42.81238615664845
Garibaldi,1.0,Métro 13,IDFM:22244,48.7278482454869,2.452827137645366,20.38871473354232
Gaîté,1.0,Métro 13,IDFM:463184,48.87836983455845,2.53831785968535,1.967741935483871
George V,1.0,Métro 1,IDFM:22084,48.87203776458909,2.300759784978918,44.44859813084112
Goncourt,2.0,Métro 11,IDFM:21996,48.8700070178386,2.3707644347484003,24.029411764705884
Grands Boulevards,2.0,"Métro 8, Métro 9","IDFM:22197, IDFM:463049",48.87141461757831,2.343167503558387,44.38461538461539
Grigny Centre,2.0,RER D,IDFM:monomodalStopPlace:43132,48.65484195083382,2.39678605544789,70.63636363636364
Guy Môquet,1.0,Métro 13,IDFM:462952,48.69824210418837,2.424982931858116,7.833333333333333
Haussmann Saint-Lazare,1.0,RER E,IDFM:monomodalStopPlace:58718,48.87499886200119,2.328646179742093,127.76190476190476
Havre-Caumartin,1.5,"Métro 3, Métro 9","IDFM:21906, IDFM:463188",48.87373153846549,2.327977479041367,22.13157894736842
Hoche,2.0,Métro 5,IDFM:463017,48.80528339135526,2.0177156580994344,29.869731800766285
Hôtel de Ville,1.5,"Métro 11, Métro 1","IDFM:463061, IDFM:22091",48.82055453681215,2.301681759844562,11.371428571428572
Invalides,1.0,"RER C, Métro 8, Métro 13","IDFM:monomodalStopPlace:470540, IDFM:22193, IDFM:22185",48.86053445554123,2.3146399951225347,60.54545454545455
Iéna,3.0,Métro 9,IDFM:21927,48.86505446735678,2.295414509057325,27.09090909090909
Jacques Bonsergent,2.0,Métro 5,IDFM:22011,48.87066646803471,2.3611315892483544,33.404411764705884
Jasmin,2.0,Métro 9,IDFM:21928,48.85246214784456,2.268219083521012,38.169117647058826
Jaurès,2.5,"Métro 7B, Métro 5","IDFM:24680, IDFM:21952",48.951076067021226,2.582101963625576,26.072649572649574
Javel - André Citroën,2.0,Métro 10,IDFM:21972,48.84618110622323,2.278009496527359,39.93023255813954
Jourdain,1.0,Métro 11,IDFM:21995,48.875247348641416,2.389325378910096,21.901315789473685
Jules Joffrin,1.0,Métro 12,IDFM:463065,48.892492268201934,2.3443200293804827,66.02325581395348
Jussieu,1.5,"Métro 10, Métro 7","IDFM:463077, IDFM:463078",48.84619789163701,2.3549316718232256,19.31268436578171
Kléber,2.0,Métro 6,IDFM:22170,48.87148941293503,2.293146137248626,28.977186311787072
La Courneuve - 8 Mai 1945,2.0,Métro 7,IDFM:22395,48.92024579662936,2.4102214036405085,49.59090909090909
La Défense,2.0,RER A,IDFM:monomodalStopPlace:470549,48.892229801568206,2.238418596250407,118.6867469879518
La Défense (Grande Arche),1.0,Métro 1,IDFM:22101,48.89181786646099,2.237988183098828,61.69767441860465
La Fourche,1.0,Métro 13,IDFM:22227,48.9080011022044,2.495722148326561,18.875
La Motte-Picquet - Grenelle,1.0,"Métro 10, Métro 8","IDFM:463202, IDFM:22183",48.84876516720478,2.298142185685332,28.301204819277107
La Muette,2.0,Métro 9,IDFM:21929,48.85809196689865,2.2740962446697224,38.735537190082646
La Tour-Maubourg,1.0,Métro 8,IDFM:22192,48.85766922956403,2.310588789873988,73.48837209302326
Lamarck - Caulaincourt,1.0,Métro 12,IDFM:463205,48.8896991322768,2.338463589982122,33.101694915254235
Laumière,3.0,Métro 5,IDFM:462999,48.88513384808583,2.3793909893523923,59.32098765432099
Le Bras de Fer,2.0,RER D,IDFM:monomodalStopPlace:45850,48.62221470217049,2.449345280711697,41.6
Le Kremlin-Bicêtre,2.0,Métro 7,IDFM:22398,48.81025257278989,2.362130413802561,32.833333333333336
Le Peletier,1.0,Métro 7,IDFM:463206,48.874959406040965,2.3401505597063736,42.7875
Ledru-Rollin,2.0,Métro 8,IDFM:22203,48.81545344779458,2.383161897960942,20.357142857142858
Les Agnettes,1.0,Métro 13,IDFM:22232,48.92308777796361,2.286263202479002,32.421052631578945
Les Gobelins,2.0,Métro 7,IDFM:463216,48.83584162234448,2.352416801898276,24.78405315614618
Les Halles,1.0,Métro 4,IDFM:22146,48.86252665962869,2.34600573656331,86.32558139534883
Les Sablons,2.0,Métro 1,IDFM:463217,48.93966871456684,2.872544131661903,15.203900709219859
Liberté,2.0,Métro 8,IDFM:463209,48.826148180607525,2.4064912314699263,14.788011695906432
